Aliment,Calories,Fibres,Glucides,Gras,IG,CG,Proteines,Famille_regroupee
"Pizza au speck ou jambon cru, préemballée",240.0,1.6,25.7,9.43,50.0,12.8,10.0,Plats préparés
"Oeufs de saumon, semi-conserve",224.0,0.0,1.5,10.5,50.0,0.8,18.0,Produits animaux
"Anguille, cuite (aliment moyen)",213.0,0.0,0.0,13.8,50.0,0.0,18.0,Produits animaux
"Anguille, rétie/cuite au four",229.0,0.0,0.0,15.0,50.0,0.0,18.0,Produits animaux
"Anguille, bouillie/cuite é l'eau",197.0,0.0,0.0,12.7,50.0,0.0,18.0,Produits animaux
"Brochet, réti/cuit au four",100.0,0.0,0.0,0.88,50.0,0.0,18.0,Produits animaux
"Carpe, crue, élevage",114.0,0.0,0.0,4.76,50.0,0.0,18.0,Produits animaux
"Carpe, rétie/cuite au four",151.0,0.0,0.0,7.17,50.0,0.0,18.0,Produits animaux
"Perche, rétie/cuite au four",119.0,0.0,0.0,3.42,50.0,0.0,18.0,Produits animaux
"Truite, rétie/cuite au four",183.0,0.0,0.0,8.47,50.0,0.0,18.0,Produits animaux
"Truite, cuite é la vapeur",99.4,0.0,0.0,2.6,50.0,0.0,18.0,Produits animaux
"Truite d'élevage, crue",133.0,0.0,0.0,6.22,50.0,0.0,18.0,Produits animaux
"Truite arc en ciel, crue, élevage",132.0,0.0,0.0,6.24,50.0,0.0,18.0,Produits animaux
"Perche, crue",82.2,0.0,0.0,1.19,50.0,0.0,18.0,Produits animaux
"Brochet, cru",83.7,0.0,0.0,0.94,50.0,0.0,18.0,Produits animaux
"Esturgeon, cru",123.0,0.0,0.0,5.84,50.0,0.0,18.0,Produits animaux
"Truite arc en ciel, élevage, rétie/cuite au four",143.0,0.0,0.0,6.33,50.0,0.0,18.0,Produits animaux
"Truite arc en ciel, élevage, cuite é la vapeur",117.0,0.0,0.0,4.14,50.0,0.0,18.0,Produits animaux
"Anguille, crue",232.0,0.0,0.0,18.6,50.0,0.0,18.0,Produits animaux
"Pangasius ou Poisson-chat, cru",65.2,0.0,0.0,1.27,0.0,0.0,18.0,Produits animaux
"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",79.0,0.0,0.0,1.0,0.0,0.0,18.0,Produits animaux
"Tilapia, cru",91.6,0.0,0.0,2.13,50.0,0.0,18.0,Produits animaux
"Truite saumonée, crue",143.0,0.0,0.0,7.4,50.0,0.0,18.0,Produits animaux
"Lotte de riviére, crue",77.0,0.0,0.0,0.66,50.0,0.0,18.0,Produits animaux
"Sandre, cru",82.9,0.0,0.0,1.08,50.0,0.0,18.0,Produits animaux
"Perche du Nil, crue",82.4,0.0,0.0,0.68,50.0,0.0,18.0,Produits animaux
"Truite d'élevage, fumée",180.0,0.0,0.69,9.27,50.0,0.3,18.0,Produits animaux
"Bar commun ou loup, réti/cuit au four",147.0,0.0,0.0,6.51,50.0,0.0,18.0,Produits animaux
"Dorade (Daurade) royale, cuite au four",148.0,0.0,0.0,5.9,50.0,0.0,18.0,Produits animaux
"Porc, épaule, crue",178.0,0.0,0.38,11.2,50.0,0.2,18.0,Produits animaux
"Porc, poitrine, crue",253.0,0.0,0.0,20.5,50.0,0.0,18.0,Produits animaux
"Porc, longe, crue",175.0,0.0,0.75,9.89,50.0,0.4,18.0,Produits animaux
"Porc, jarret, cru",187.0,0.0,0.0,12.0,50.0,0.0,18.0,Produits animaux
"Porc, longe, cuite",240.0,0.0,0.0,14.7,50.0,0.0,18.0,Produits animaux
"Porc, palette, crue",208.0,0.0,0.0,12.1,50.0,0.0,18.0,Produits animaux
"Porc, épaule, cuite",253.0,0.0,0.0,14.8,50.0,0.0,18.0,Produits animaux
"Porc, céte, crue",164.0,0.0,0.38,9.3,50.0,0.2,18.0,Produits animaux
"Porc, céte, grillée",211.0,0.0,0.0,10.3,50.0,0.0,18.0,Produits animaux
"Porc, rouelle de jambon, crue",149.0,0.0,0.0,7.56,50.0,0.0,18.0,Produits animaux
"Porc, rouelle de jambon, cuite",266.0,0.0,0.0,13.1,50.0,0.0,18.0,Produits animaux
"Porc, carré, cru",146.0,0.0,0.4,5.94,50.0,0.2,18.0,Produits animaux
"Porc, carré, cuit",206.0,0.0,0.6,7.45,50.0,0.3,18.0,Produits animaux
"Porc, filet, maigre, cru",117.0,0.0,0.0,3.6,50.0,0.0,18.0,Produits animaux
"Porc, filet, maigre, en réti, cuit",198.0,0.0,0.0,9.39,50.0,0.0,18.0,Produits animaux
"Porc, filet mignon, cuit",168.0,0.0,0.0,7.1,50.0,0.0,18.0,Produits animaux
"Porc, filet mignon, cru",123.0,0.0,0.4,4.09,50.0,0.2,18.0,Produits animaux
"Porc, viande, cuite (aliment moyen)",205.0,0.0,0.24,9.78,0.0,0.0,18.0,Produits animaux
"Porc, réti, cru",153.0,0.0,0.5,6.86,50.0,0.2,18.0,Produits animaux
"Porc, réti, cuit",163.0,0.0,0.65,4.31,50.0,0.3,18.0,Produits animaux
"Porc, échine, crue",198.0,0.0,0.1,14.0,50.0,0.0,18.0,Produits animaux
"Porc, travers, cru",237.0,0.0,0.6,18.0,50.0,0.3,18.0,Produits animaux
"Porc, travers, braisé",333.0,0.0,0.13,26.6,45.0,0.1,18.0,Produits animaux
"Porc, échine, rétie/cuite au four",295.0,0.0,0.1,21.2,50.0,0.0,18.0,Produits animaux
"Porc, escalope de jambon, crue",129.0,0.0,0.0,4.76,50.0,0.0,18.0,Produits animaux
"Porc, escalope de jambon, cuite",200.0,0.0,0.0,6.2,50.0,0.0,18.0,Produits animaux
"Porc, bardiére découennée, crue",744.0,0.0,0.1,80.6,50.0,0.0,18.0,Produits animaux
"Porc, gorge, découennée, crue",475.0,0.0,0.14,47.5,50.0,0.1,18.0,Produits animaux
"Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru",187.0,0.0,0.23,12.3,45.0,0.1,18.0,Produits animaux
"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru",141.0,0.0,0.28,6.3,45.0,0.1,18.0,Produits animaux
"Porc, jambonneau arriére, découenné, dégraisssé, désossé, cru",148.0,0.0,0.28,7.31,45.0,0.1,18.0,Produits animaux
"Porc, maigre 90/10, cru",212.0,0.0,0.24,15.1,50.0,0.1,18.0,Produits animaux
"Porc, maigre 80/20, cru",293.0,0.0,0.26,24.7,50.0,0.1,18.0,Produits animaux
"Porc, palette, découennée, dégraissée, désossée, crue",174.0,0.0,0.25,10.4,45.0,0.1,18.0,Produits animaux
"Porc, poitrine cutter, sans mouille, crue",323.0,0.0,0.22,28.7,50.0,0.1,18.0,Produits animaux
"Porc, réti filet avec chaénette, cru",146.0,0.0,0.37,6.2,50.0,0.2,18.0,Produits animaux
"Lardon nature, cru",270.0,0.38,1.01,22.1,50.0,0.5,18.0,Produits animaux
"Poitrine de porc, fumée, crue",303.0,1.0,0.79,26.1,50.0,0.4,18.0,Produits animaux
Bresaola,165.0,0.0,0.0,4.3,50.0,0.0,18.0,Produits animaux
"Lardon nature, cuit",324.0,0.0,2.0,24.5,50.0,1.0,18.0,Produits animaux
"Corned-beef, appertisé",188.0,1.5,0.1,10.5,50.0,0.0,18.0,Produits animaux
Oreille de porc demi-sel,228.0,0.0,0.6,15.1,50.0,0.3,18.0,Produits animaux
Pied de porc demi-sel,137.0,0.0,0.01,10.0,50.0,0.0,18.0,Produits animaux
Poitrine de porc demi-sel,268.0,0.0,0.75,22.0,50.0,0.4,18.0,Produits animaux
Jambon de porc é cuire ou Jambon é rétir/cuire au four,161.0,0.0,0.0,9.08,50.0,0.0,18.0,Produits animaux
"Lardon fumé, cru",275.0,0.34,0.96,22.6,50.0,0.5,18.0,Produits animaux
"Lardon fumé, cuit",261.0,0.0,0.8,22.1,50.0,0.4,18.0,Produits animaux
Filet de bacon,118.0,0.0,0.7,2.6,50.0,0.4,18.0,Produits animaux
Jambon cru,225.0,0.0,0.76,13.2,50.0,0.4,18.0,Produits animaux
"Jambon cru, fumé",246.0,0.0,0.98,16.1,50.0,0.5,18.0,Produits animaux
"Jambon sec, découenné, dégraissé",192.0,0.0,0.3,9.5,45.0,0.1,18.0,Produits animaux
"Jambon cuit, fumé",135.0,0.1,0.79,5.8,50.0,0.4,18.0,Produits animaux
"Jambon cru, fumé, allégé en matiére grasse",142.0,0.0,0.1,3.4,50.0,0.0,18.0,Produits animaux
Jambon de Bayonne,228.0,0.0,0.63,12.6,50.0,0.3,18.0,Produits animaux
Jambon sec,230.0,0.0,0.48,12.6,50.0,0.2,18.0,Produits animaux
Jambon sec de Parme,248.0,0.0,0.3,15.4,50.0,0.2,18.0,Produits animaux
Jambon sec Serrano,235.0,0.0,0.76,12.3,50.0,0.4,18.0,Produits animaux
Coppa,284.0,0.0,1.0,20.0,50.0,0.5,18.0,Produits animaux
Pancetta ou Poitrine roulée séche,342.0,0.0,0.75,28.8,50.0,0.4,18.0,Produits animaux
Viande des Grisons,209.0,0.0,1.0,5.47,0.0,0.0,18.0,Produits animaux
"Jambon cuit, supérieur",125.0,0.15,0.81,4.28,50.0,0.4,18.0,Produits animaux
"Jambon cuit, supérieur, avec couenne",137.0,0.33,0.91,5.82,50.0,0.5,18.0,Produits animaux
"Jambon cuit, supérieur, découenné",117.0,0.05,0.77,3.52,50.0,0.4,18.0,Produits animaux
Jambon é l'os braisé,238.0,0.0,0.3,16.8,45.0,0.1,18.0,Produits animaux
"Jambon cuit, supérieur, découenné dégraissé",119.0,0.32,1.03,3.66,45.0,0.5,18.0,Produits animaux
"Jambon cuit, supérieur, é teneur réduite en sel",121.0,0.42,0.74,3.83,50.0,0.4,18.0,Produits animaux
"Jambon cuit, choix",125.0,0.08,1.7,4.5,50.0,0.8,18.0,Produits animaux
"épaule de porc, cuite, choix, découennée dégraissée",121.0,0.5,1.93,4.5,45.0,0.9,18.0,Produits animaux
"Jambon cuit, choix, avec couenne",137.0,0.0,0.55,6.3,50.0,0.3,18.0,Produits animaux
"Jambon cuit, choix, découenné dégraissé",114.0,0.15,1.61,3.24,45.0,0.7,18.0,Produits animaux
Rond de jambon cuit,182.0,0.0,1.4,10.6,50.0,0.7,18.0,Produits animaux
"Dés, allumettes, répé ou haché de jambon",121.0,0.36,2.08,4.46,50.0,1.0,18.0,Produits animaux
"épaule de porc, cuite, standard, découennée dégraissée",123.0,0.0,3.58,5.98,45.0,1.6,18.0,Produits animaux
"Jambon cuit, de Paris, découenné dégraissé",115.0,0.0,1.08,3.42,45.0,0.5,18.0,Produits animaux
Haché de volaille,137.0,0.63,3.5,5.68,50.0,1.8,18.0,Produits animaux
"Dés, allumettes, répé ou haché de jambon de volaille",132.0,0.5,1.58,5.88,50.0,0.8,18.0,Produits animaux
"Jambonneau, cuit",162.0,0.0,0.4,7.52,50.0,0.2,18.0,Produits animaux
Jambon de poulet ou Blanc de poulet en tranche,106.0,0.53,1.39,1.79,50.0,0.7,18.0,Produits animaux
Jambon de dinde ou Blanc de dinde en tranche,104.0,0.39,1.29,1.67,50.0,0.6,18.0,Produits animaux
"Réti de volaille en salaison, cuit",110.0,0.44,1.28,1.73,50.0,0.6,18.0,Produits animaux
"Boisson au soja et jus de fruits concentrés, préemballée",56.2,0.0,9.5,1.0,45.0,4.3,0.0,Boissons
"Chipolata, cuite",282.0,0.0,0.8,22.4,50.0,0.4,18.0,Produits animaux
"Saucisse de Toulouse, cuite",274.0,0.0,0.0,22.1,50.0,0.0,18.0,Produits animaux
"Chair é saucisse, crue",323.0,0.0,0.6,29.1,50.0,0.3,18.0,Produits animaux
"Chair é saucisse, pur porc, crue",273.0,0.0,5.25,21.2,50.0,2.6,18.0,Produits animaux
"Farce porc et boeuf, crue",309.0,2.6,4.4,26.5,50.0,2.2,18.0,Produits animaux
"Saucisse fumée, é cuire",150.0,0.0,0.0,30.7,50.0,0.0,18.0,Produits animaux
Saucisse de Morteau,397.0,0.0,1.0,36.6,50.0,0.5,18.0,Produits animaux
Saucisse de Montbéliard,319.0,0.0,1.0,27.3,50.0,0.5,18.0,Produits animaux
"Saucisse de Morteau, bouillie/cuite é l'eau",323.0,0.0,0.0,29.1,50.0,0.0,18.0,Produits animaux
"Saucisse de Toulouse, crue",327.0,0.0,1.0,30.0,50.0,0.5,18.0,Produits animaux
"Chipolata, crue",253.0,0.4,1.0,20.6,50.0,0.5,18.0,Produits animaux
Saucisse alsacienne fumée ou Gendarme,150.0,0.0,0.0,24.9,50.0,0.0,18.0,Produits animaux
"Saucisse de volaille, faéon charcutiére",231.0,0.0,1.19,17.7,50.0,0.6,18.0,Produits animaux
"Saucisse de volaille, type Knack",236.0,0.0,1.82,18.9,50.0,0.9,18.0,Produits animaux
Saucisse de Francfort,271.0,0.5,1.24,23.4,50.0,0.6,18.0,Produits animaux
"Merguez, crue",316.0,0.0,2.5,28.0,50.0,1.2,18.0,Produits animaux
"Merguez, pur boeuf, crue",150.0,0.0,0.0,43.5,50.0,0.0,18.0,Produits animaux
"Merguez, porc et boeuf, crue",150.0,0.0,0.0,41.0,50.0,0.0,18.0,Produits animaux
"Merguez, boeuf, mouton et porc, crue",150.0,0.0,0.0,33.3,50.0,0.0,18.0,Produits animaux
"Merguez, boeuf et mouton, cuite",283.0,0.0,1.8,21.8,50.0,0.9,18.0,Produits animaux
"Merguez, boeuf et mouton, crue",315.0,0.0,2.8,27.6,50.0,1.4,18.0,Produits animaux
Saucisse de foie,374.0,0.3,0.9,35.9,50.0,0.4,18.0,Produits animaux
"Diot, cru",150.0,0.0,0.0,30.0,50.0,0.0,18.0,Produits animaux
"Haché végétal é base de soja, préemballé",139.0,5.23,7.01,5.8,50.0,3.5,10.0,Plats préparés
Saucisson sec,418.0,0.73,2.41,34.5,50.0,1.2,18.0,Produits animaux
Saucisson sec pur porc,417.0,0.0,1.79,32.3,50.0,0.9,18.0,Produits animaux
"Saucisson sec pur porc, qualité supérieure",366.0,0.5,1.65,27.6,50.0,0.8,18.0,Produits animaux
Rosette ou Fuseau,380.0,0.0,1.79,30.7,50.0,0.9,18.0,Produits animaux
Saucisse séche,451.0,0.59,1.7,37.1,50.0,0.8,18.0,Produits animaux
Saucisson sec aux noix et/ou noisettes,477.0,0.75,1.78,39.7,50.0,0.9,18.0,Produits animaux
Chorizo,433.0,0.93,3.05,36.1,70.0,2.1,18.0,Produits animaux
"Chorizo supérieur, doux ou fort, type saucisse séche",476.0,0.0,2.6,41.9,70.0,1.8,18.0,Produits animaux
"Chorizo supérieur, doux ou fort, type charcuterie en tranches",322.0,0.0,2.1,23.9,70.0,1.5,18.0,Produits animaux
Salami,451.0,0.0,1.05,41.8,50.0,0.5,18.0,Produits animaux
Salami pur porc,400.0,0.0,1.6,33.7,50.0,0.8,18.0,Produits animaux
Salami porc et boeuf,351.0,0.0,1.56,28.8,50.0,0.8,18.0,Produits animaux
Salami type danois,459.0,0.0,1.35,42.9,50.0,0.7,18.0,Produits animaux
Saucisson é l'ail,280.0,0.63,1.63,23.6,50.0,0.8,18.0,Produits animaux
Saucisson cuit pur porc,322.0,0.0,1.3,29.0,50.0,0.6,18.0,Produits animaux
Saucisson de Paris,346.0,0.0,0.6,32.7,50.0,0.3,18.0,Produits animaux
"Saucisson de Paris, fumé",288.0,0.0,0.6,25.6,50.0,0.3,18.0,Produits animaux
"Saucisson brioché, cuit",309.0,2.0,22.6,17.4,50.0,11.3,18.0,Produits animaux
Cervelas,278.0,0.4,1.56,24.8,50.0,0.8,18.0,Produits animaux
Cervelas obernois,305.0,0.6,1.0,27.5,50.0,0.5,18.0,Produits animaux
"Cervelas é l'ail, pur porc",297.0,0.0,0.2,27.4,50.0,0.1,18.0,Produits animaux
Saucisse de Strasbourg ou Knack,291.0,1.37,1.39,25.9,50.0,0.7,18.0,Produits animaux
Saucisse cocktail,290.0,0.27,1.46,25.9,50.0,0.7,18.0,Produits animaux
"Saucisse viennoise, crue",150.0,0.0,0.0,21.3,50.0,0.0,18.0,Produits animaux
Saucisse de jambon pur porc,224.0,0.0,1.0,17.5,50.0,0.5,18.0,Produits animaux
Saucisse de biére,150.0,0.0,0.0,29.7,50.0,0.0,18.0,Produits animaux
Saucisse de langue é la pistache,150.0,0.0,0.0,25.8,50.0,0.0,18.0,Produits animaux
Saucisse (aliment moyen),281.0,0.29,0.88,23.0,50.0,0.4,18.0,Produits animaux
Mortadelle,305.0,0.0,1.4,26.7,50.0,0.7,18.0,Produits animaux
"Mortadelle, pur porc",298.0,0.0,1.55,25.8,50.0,0.8,18.0,Produits animaux
"Mortadelle, porc et boeuf",297.0,0.0,0.7,25.4,50.0,0.4,18.0,Produits animaux
Mortadelle pistachée pur porc,320.0,1.97,1.16,28.2,50.0,0.6,18.0,Produits animaux
Saucisson de cheval type cervelas,150.0,0.0,0.0,20.0,50.0,0.0,18.0,Produits animaux
Charcuterie (aliment moyen),238.0,0.25,1.47,17.1,50.0,0.7,18.0,Produits animaux
"Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen)",228.0,1.05,56.5,0.29,45.0,25.4,0.0,Produits sucrés
Barre chocolatée biscuitée,523.0,1.93,60.5,28.1,50.0,30.2,0.0,Produits sucrés
Barre chocolatée non biscuitée enrobée,496.0,0.6,66.4,24.1,50.0,33.2,0.0,Produits sucrés
"Barre é la noix de coco, enrobée de chocolat",475.0,3.0,60.2,23.8,50.0,30.1,0.0,Produits sucrés
"Bonbons, tout type",400.0,0.63,86.5,6.32,50.0,43.2,0.0,Produits sucrés
"Chocolat au lait, tablette",537.0,2.9,55.6,30.8,30.0,16.7,0.0,Produits sucrés
"Chocolat noir é moins de 70% de cacao, é croquer, tablette",400.0,12.0,42.9,33.8,50.0,21.4,0.0,Produits sucrés
"Confiture ou Marmelade, tout type de fruits (aliment moyen)",249.0,0.91,60.2,0.31,45.0,27.1,0.0,Produits sucrés
"Chewing-gum, sucré",372.0,2.4,90.6,0.32,50.0,45.3,0.0,Produits sucrés
Miel,400.0,0.0,81.7,0.0,50.0,40.8,0.0,Produits sucrés
"Chocolat au lait aux céréales croustillantes, tablette",400.0,2.59,60.6,26.6,30.0,18.2,0.0,Produits sucrés
"Chocolat blanc, tablette",400.0,1.0,57.1,34.2,50.0,28.6,0.0,Produits sucrés
Barres ou confiserie chocolatées au lait,551.0,1.7,50.9,34.2,30.0,15.3,0.0,Produits sucrés
"Sorbet, bétonnet",400.0,0.82,25.7,0.32,50.0,12.8,0.0,Produits sucrés
Péte de fruits,336.0,3.9,76.6,1.8,45.0,34.5,0.0,Produits sucrés
Sucre blanc,400.0,0.0,99.8,0.0,50.0,49.9,0.0,Produits sucrés
Sucre roux,400.0,0.0,97.3,0.0,50.0,48.6,0.0,Produits sucrés
"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",400.0,3.52,48.7,35.9,45.0,21.9,0.0,Produits sucrés
"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette",487.0,2.0,54.2,34.6,30.0,16.3,0.0,Produits sucrés
Zeste d'orange confit,37.0,1.1,82.7,0.2,45.0,37.2,1.1,Produits sucrés
Marron glacé,324.0,0.9,79.5,0.5,50.0,39.8,0.0,Produits sucrés
Confiture de fraise (extra ou classique),251.0,0.7,60.5,0.5,45.0,27.2,0.0,Produits sucrés
"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette",400.0,2.43,48.0,39.1,45.0,21.6,0.0,Produits sucrés
Fruit confit,298.0,3.3,72.3,0.3,45.0,32.5,0.0,Produits sucrés
"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette",525.0,10.2,34.1,42.3,50.0,17.0,0.0,Produits sucrés
Péte é tartiner chocolat et noisette,400.0,3.23,57.9,32.4,50.0,29.0,0.0,Produits sucrés
Nougat ou touron,400.0,0.7,62.5,25.2,50.0,31.2,0.0,Produits sucrés
Sirop d'érable,400.0,0.0,67.1,0.06,50.0,33.6,0.0,Produits sucrés
Barre glacée chocolatée,359.0,1.31,35.8,21.4,50.0,17.9,0.0,Produits sucrés
Dragée amande,400.0,0.0,73.9,17.2,50.0,37.0,0.0,Produits sucrés
Confiture d'abricot (extra ou classique),247.0,1.1,59.7,0.3,50.0,29.8,0.0,Produits sucrés
Confiture de cerise (extra ou classique),400.0,0.55,60.9,0.16,50.0,30.4,0.0,Produits sucrés
Marmelade d'orange,37.0,1.5,59.3,0.4,45.0,26.7,1.1,Produits sucrés
Confiture de lait,400.0,0.58,58.0,5.45,30.0,17.4,0.0,Produits sucrés
Confiserie au chocolat dragéifiée,505.0,1.98,65.0,24.3,50.0,32.5,0.0,Produits sucrés
Cacahuétes enrobées de chocolat dragéifiées,499.0,5.9,55.9,25.0,50.0,28.0,0.0,Produits sucrés
Sucre vanillé,400.0,0.37,99.0,0.33,50.0,49.5,0.0,Produits sucrés
Caramel liquide ou nappage caramel,400.0,0.0,81.0,0.0,50.0,40.5,0.0,Produits sucrés
Gélifiant pour confitures,278.0,15.0,62.0,0.0,50.0,31.0,0.0,Aides culinaires
Guimauve ou marshmallow,400.0,0.23,78.7,1.42,50.0,39.4,0.0,Produits sucrés
Confiture de prune (extra ou classique),35.0,0.87,59.3,0.1,50.0,29.6,0.5,Produits sucrés
"Chewing-gum, sans sucre",228.0,1.98,78.1,0.45,50.0,39.0,0.0,Produits sucrés
Bonbon dur et sucette,400.0,0.17,95.4,0.35,50.0,47.7,0.0,Produits sucrés
Bonbon gélifié,400.0,0.5,80.2,0.25,50.0,40.1,0.0,Produits sucrés
Confiture de framboise (extra ou classique),25.0,0.95,61.0,0.21,50.0,30.5,1.3,Produits sucrés
Bouchée chocolat fourrage fruits é coques et/ou praliné,400.0,2.1,51.5,34.7,45.0,23.2,0.0,Produits sucrés
édulcorant é la saccharine,400.0,0.0,88.8,0.0,50.0,44.4,0.0,Produits sucrés
Rocher chocolat fourré praliné,400.0,3.88,51.4,35.3,50.0,25.7,0.0,Produits sucrés
Mélasse de canne,400.0,0.0,74.7,0.1,50.0,37.4,0.0,Produits sucrés
Confiture de myrtilles (extra ou classique),246.0,2.1,58.9,0.4,50.0,29.4,0.0,Produits sucrés
"Chocolat noir aux fruits (orange, framboise, poire), tablette",37.0,10.3,45.3,34.4,45.0,20.4,1.1,Produits sucrés
"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette",567.0,8.4,40.7,39.0,45.0,18.3,0.0,Produits sucrés
Barre chocolatée aux fruits secs,494.0,1.53,57.6,26.0,45.0,25.9,0.0,Produits sucrés
Chocolat noir fourrage confiseur é la menthe,400.0,4.0,70.5,16.0,50.0,35.2,0.0,Produits sucrés
Barre goéter frais au lait et chocolat,400.0,1.6,41.0,28.5,45.0,18.4,0.0,Produits sucrés
"Chocolat noir é 70% cacao minimum, extra, dégustation, tablette",591.0,12.8,26.9,46.3,50.0,13.4,0.0,Produits sucrés
Sucre allégé é l'aspartame,400.0,0.0,98.7,0.0,50.0,49.4,0.0,Produits sucrés
Fructose,400.0,0.0,99.8,0.0,50.0,49.9,0.0,Produits sucrés
Chocolat au lait fourré,400.0,2.3,45.5,45.0,30.0,13.6,0.0,Produits sucrés
"Chocolat noir fourré praliné, tablette",400.0,5.07,52.4,34.8,50.0,26.2,0.0,Produits sucrés
"Bonbon au caramel, mou",400.0,0.88,83.7,8.04,50.0,41.8,0.0,Produits sucrés
Préparation de fruits divers (en taux de sucres : confitures allégées en sucres préparations de fruits confitures),400.0,1.88,43.4,0.33,45.0,19.5,0.0,Produits sucrés
"Chocolat au lait fourré au praliné, tablette",400.0,2.51,52.9,34.9,30.0,15.9,0.0,Produits sucrés
"Chocolat noir é 40% de cacao minimum, é pétisser, tablette",400.0,8.76,51.4,33.1,50.0,25.7,0.0,Produits sucrés
Gelée de fruits divers (extra ou classique),400.0,1.28,61.6,0.17,45.0,27.7,0.0,Produits sucrés
édulcorant é base d'extrait de stévia,238.0,0.5,98.0,0.2,50.0,49.0,0.0,Produits sucrés
Sirop d'agave,400.0,0.0,78.1,0.5,50.0,39.0,0.0,Produits sucrés
Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,400.0,4.92,55.1,29.4,50.0,27.6,0.0,Produits sucrés
Calissons d'Aix en Provence,440.0,2.7,60.3,18.0,50.0,30.2,0.0,Produits sucrés
"Guimauve ou marshmallow, enrobé de chocolat",400.0,0.6,66.2,10.3,50.0,33.1,0.0,Produits sucrés
Bonbon dur au caramel,400.0,0.0,72.5,6.0,50.0,36.2,0.0,Produits sucrés
Gelée de groseille (extra ou classique),246.0,0.5,59.6,0.3,50.0,29.8,0.0,Produits sucrés
Barre chocolat au lait avec nougat,532.0,2.9,60.5,29.0,30.0,18.2,0.0,Produits sucrés
Barre goéter frais au lait et chocolat avec génoise,400.0,4.3,39.0,34.2,45.0,17.6,0.0,Produits sucrés
"Barre céréaliére pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux",382.0,4.5,79.5,3.2,30.0,23.8,0.0,Produits sucrés
"Barre céréaliére ""équilibre"" aux fruits, enrichie en vitamines et minéraux",379.0,4.13,72.8,6.53,45.0,32.8,0.0,Produits sucrés
"Barre céréaliére ""équilibre"" chocolatée, enrichie en vitamines et minéraux",418.0,3.7,72.9,10.9,50.0,36.4,0.0,Produits sucrés
Barre céréaliére diététique hypocalorique,386.0,5.8,65.3,11.2,50.0,32.6,0.0,Produits sucrés
Barre céréaliére chocolatée,451.0,4.5,73.0,14.9,50.0,36.5,0.0,Produits sucrés
Gelée royale,100.0,0.0,14.0,4.0,50.0,7.0,0.0,Aides culinaires
"Pollen, partiellement séché",358.0,11.3,52.5,4.2,50.0,26.2,0.0,Aides culinaires
"Confiture, tout type de fruits, allégée en sucres (extra ou classique)",162.0,1.8,38.0,0.3,45.0,17.1,0.0,Produits sucrés
"Pollen,frais",285.0,9.07,37.7,5.17,45.0,17.0,0.0,Aides culinaires
Barre céréaliére aux fruits,377.0,3.8,73.5,7.07,45.0,33.1,0.0,Produits sucrés
Barre céréaliére aux amandes ou noisettes,444.0,4.6,60.6,18.2,50.0,30.3,0.0,Produits sucrés
Barre céréaliére chocolatée aux fruits,400.0,4.04,70.4,11.8,45.0,31.7,0.0,Produits sucrés
"Chocolat, en tablette (aliment moyen)",557.0,7.39,45.3,36.1,50.0,22.6,0.0,Produits sucrés
"Chewing-gum, teneur en sucre inconnue (aliment moyen)",279.0,2.12,82.5,0.41,50.0,41.2,0.0,Produits sucrés
"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux",391.0,5.2,82.2,2.2,50.0,41.1,0.0,Produits sucrés
"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux",408.0,6.7,70.4,8.9,50.0,35.2,0.0,Produits sucrés
"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux",360.0,18.3,59.3,4.42,45.0,26.7,0.0,Produits sucrés
Céréales pour petit déjeuner (aliment moyen),398.0,5.16,75.3,6.08,50.0,37.6,0.0,Produits sucrés
Muesli (aliment moyen),418.0,6.4,66.6,12.2,50.0,33.3,0.0,Produits sucrés
